,Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,geometry
2366,UHE LIMOEIRO JUSANTE,61820000,1,4440.0,61,MOCOCA,SÃO PAULO,AES TIETÊ,-21.6236,-47.0353,2003/10/11,2018/12/31,16,1.2,8,50.0,POINT (-5235945.64530886 -2466393.4651444308)
2367,ITOBI,61821000,1,347.0,61,ITOBI,SÃO PAULO,DAEE-SP,-21.715,-46.9767,1980/08/01,2011/08/31,32,13.3,22,31.2,POINT (-5229422.323148374 -2477341.779315016)
2369,PONTE DO CANOAS,61826000,1,649.0,61,MOCOCA,SÃO PAULO,ANA,-21.4203,-46.9622,1947/08/26,2014/12/31,68,0.0,67,1.5,POINT (-5227808.190531872 -2442066.0166787906)
2370,UHE MARIMBONDO FAZENDA CORREDEIRA,61830000,1,8490.0,61,SERRA AZUL,SÃO PAULO,FURNAS,-21.3183,-47.4767,1937/07/10,2014/08/31,78,6.6,70,10.3,POINT (-5285082.068545012 -2429873.1839039843)
2371,ESTÂNCIA COLORADO,61832000,1,392.0,61,CAJURU,SÃO PAULO,DAEE-SP,-21.1833,-47.3833,1980/08/21,1986/10/31,7,42.0,2,71.4,POINT (-5274684.82810492 -2413748.623284446)
2372,CLUBE DE REGATAS,61834000,1,10700.0,61,RIBEIRÃO PRETO,SÃO PAULO,ANA,-21.1036,-47.7572,2011/06/23,2018/05/31,8,1.2,5,37.5,POINT (-5316307.185712524 -2404236.0768286125)
2373,PARQUE RIBEIRÃO PRETO,61840000,1,10700.0,61,RIBEIRÃO PRETO,SÃO PAULO,ANA,-21.1019,-47.7572,1930/11/01,1965/12/31,36,14.2,30,16.7,POINT (-5316307.185712524 -2404033.2300281865)
2374,UHE MARIMBONDO FAZENDA BELA VISTA,61855000,1,12400.0,61,PONTAL,SÃO PAULO,FURNAS,-20.9086,-48.0875,1987/10/01,2018/01/31,32,38.4,17,46.9,POINT (-5353076.013521543 -2380983.445399208)
2381,USINA PINHAL,61871000,1,1300.0,61,ESPIRITO SANTO DO P,SÃO PAULO,ANA,-22.2586,-46.7164,1937/07/07,1980/03/12,44,0.0,42,4.5,POINT (-5200445.859694886 -2542601.7008816963)
2382,SÍTIO PONTE PRETA,61873000,1,1290.0,61,ESPIRITO SANTO DO P,SÃO PAULO,DAEE-SP,-22.2864,-46.7656,1973/11/01,1979/09/26,7,0.0,5,28.6,POINT (-5205922.778641914 -2545945.886655725)
2383,BAIRRO RIO MANSO,61873900,1,1743.0,61,ITAPIRA,SÃO PAULO,DAEE-SP,-22.3156,-46.81,2006/06/02,2013/08/31,8,5.8,3,62.5,POINT (-5210865.364033136 -2549459.200861046)
2384,UHE MOGI-GUAÇU MONTANTE,61874000,1,1980.0,61,ITAPIRA,SÃO PAULO,AES TIETÊ,-22.3161,-46.8106,2003/01/01,2018/12/31,16,12.1,9,43.8,POINT (-5210932.155727612 -2549519.3667478478)
2385,UHE MOGI-GUAÇU RIBEIRÃO DA PENHA,61875000,1,269.0,61,ITAPIRA,SÃO PAULO,AES TIETÊ,-22.4258,-46.8172,2006/12/22,2018/12/31,13,0.8,6,53.8,POINT (-5211666.864366847 -2562724.9836785407)
2386,FAZENDA ALIANÇA,61878000,1,502.0,61,ESPIRITO SANTO DO P,SÃO PAULO,ANA,-22.3,-46.75,1937/07/07,1959/05/31,23,45.8,10,56.5,POINT (-5204186.194585539 -2547582.1334137623)
2387,LINDÓIA,61879000,1,1140.0,61,LINDÓIA,SÃO PAULO,ANA,-22.5219,-46.6472,1966/07/05,2014/12/31,49,5.0,42,14.3,POINT (-5192742.55093199 -2574302.0166828586)
2388,UHE MOGI-GUAÇU RIO PEIXE,61880000,1,1390.0,61,ITAPIRA,SÃO PAULO,AES TIETÊ,-22.3858,-46.7947,1999/01/01,2018/12/31,20,7.7,9,55.0,POINT (-5209162.175823999 -2557908.603089927)
2389,MOGI GUAÇU II,61883000,1,3800.0,61,MOGI-GUAÇU,SÃO PAULO,ANA,-22.3694,-46.9217,1977/05/15,1979/12/31,3,0.0,2,33.3,POINT (-5223299.751154744 -2555934.287485084)
2390,MOGI GUAÇU I,61884000,1,3830.0,61,MOGI-GUAÇU,SÃO PAULO,ANA,-22.3714,-46.935,1942/01/01,1978/04/30,37,0.0,35,5.4,POINT (-5224780.300382295 -2556175.04522544)
2391,MOGI GUAÇU,61884002,1,3800.0,61,MOGI-GUAÇU,SÃO PAULO,DAEE-SP,-22.3667,-46.9333,1944/12/01,2018/05/31,75,25.6,48,36.0,POINT (-5224591.057247947 -2555609.270021763)
2392,UHE MOGI-GUAÇU JUSANTE,61884090,1,3800.0,61,MOGI-GUAÇU,SÃO PAULO,AES TIETÊ,-22.3744,-46.9175,2008/06/10,2018/12/31,11,1.5,8,27.3,POINT (-5222832.209293412 -2556536.1883217394)
2393,FOZ DO ORIÇANGA,61885600,1,509.0,61,MOGI-GUAÇU,SÃO PAULO,DAEE-SP,-22.2842,-47.0431,2006/09/05,2013/11/30,8,1.9,5,37.5,POINT (-5236813.937337048 -2545681.214640364)
2394,PÁDUA SALES,61886000,1,4670.0,61,CONCHAL,SÃO PAULO,ANA,-22.2992,-47.1339,1937/07/08,2014/12/31,78,9.6,67,14.1,POINT (-5246921.747101077 -2547485.8791960636)
2395,SÍTIO SÃO SILVESTRE,61887000,1,399.0,61,CONCHAL,SÃO PAULO,DAEE-SP,-22.3333,-47.1667,1976/05/27,1982/10/13,7,1.2,4,42.9,POINT (-5250573.0263990965 -2551589.204515076)
2396,BAIRRO TAQUARI PONTES,61888500,1,5458.0,61,LEME,SÃO PAULO,DAEE-SP,-22.0969,-47.2556,2006/08/15,2013/10/31,8,3.2,5,37.5,POINT (-5260469.329130619 -2523163.218785021)
2397,FOZ DO RIBEIRÃO DO MEIO,61888700,1,253.0,61,LEME,SÃO PAULO,DAEE-SP,-22.0975,-47.2703,2006/08/15,2011/06/25,6,13.2,1,83.3,POINT (-5262105.7256452795 -2523235.3054609853)
2398,PCH EMAS NOVA FAZENDA SANTA TEREZA,61890000,1,6750.0,61,PIRASSUNUNGA,SÃO PAULO,ARATU,-22.025,-47.2872,2009/08/31,2018/12/31,10,4.3,7,30.0,POINT (-5263987.025039686 -2514527.048002052)
2400,CACHOEIRA DO DIOGO,61892000,1,351.0,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,ANA,-22.0922,-46.6792,1939/03/01,1961/03/31,23,1.4,19,17.4,POINT (-5196304.774637376 -2522598.55042585)
2401,FAZENDA PARAÍSO,61892500,1,466.0,61,SANTO ANTÔNIO DO JA,SÃO PAULO,DAEE-SP,-22.0853,-46.7192,2006/09/05,2007/04/30,2,0.0,0,100.0,POINT (-5200757.554269106 -2521769.603277572)
2402,UHE SÃO JOAQUIM JUSANTE,61894600,1,932.0,61,VARGEM GRANDE DO SU,SÃO PAULO,DAEE-SP,-21.8742,-46.8939,2006/08/11,2013/05/31,8,0.8,4,50.0,POINT (-5220205.069310692 -2496428.12612873)
2403,SÃO JOÃO DA BOA VISTA,61895000,1,622.0,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,ANA,-21.9783,-46.8069,1944/04/24,2014/12/31,71,27.3,37,47.9,POINT (-5210520.273611677 -2508920.0900349114)
2404,SÃO JOÃO DA BOA VISTA,61895002,1,623.0,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,AES TIETÊ,-21.9667,-46.8167,1968/04/01,1976/12/31,9,4.8,6,33.3,POINT (-5211611.204621451 -2507527.641408194)
2405,PCH SÃO JOSÉ MONTANTE 1,61895020,1,756.0,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,AES TIETÊ,-21.9389,-46.8161,2011/12/13,2017/12/31,7,0.0,6,14.3,POINT (-5211544.412926975 -2504191.028887426)
2406,PCH SÃO JOSÉ JUSANTE,61895050,1,,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,AES TIETÊ,-21.9297,-46.8164,2015/05/11,2017/12/31,3,0.0,2,33.3,POINT (-5211577.808774213 -2503086.969825778)
2407,PCH SÃO JOAQUIM JUSANTE,61895075,1,888.0,61,SÃO JOÃO DA BOA VIS,SÃO PAULO,AES TIETÊ,-21.8744,-46.8922,2011/12/13,2018/12/31,8,0.1,6,25.0,POINT (-5220015.8261763435 -2496452.1173087424)
2408,PCH EMAS NOVA MONTANTE SÍTIO AGROCERES,61898500,1,9540.0,61,PIRASSUNUNGA,SÃO PAULO,ARATU,-21.9269,-47.3253,2009/06/14,2018/12/31,10,1.6,3,70.0,POINT (-5268228.297638909 -2502750.966018335)
2409,PCH EMAS NOVA JUSANTE,61899000,1,9670.0,61,PIRASSUNUNGA,SÃO PAULO,ARATU,-21.9108,-47.3989,2009/03/30,2018/12/31,10,7.2,2,80.0,POINT (-5276421.412161294 -2500819.0723640844)
2410,UHE MARIMBONDO PORTO FERREIRA,61902000,1,10100.0,61,PORTO FERREIRA,SÃO PAULO,FURNAS,-21.8461,-47.4742,1937/07/12,2015/12/09,79,0.0,76,3.8,POINT (-5284803.769818028 -2493057.699368319)
2411,PORTO CUNHA BUENO,61910000,1,12300.0,61,SÃO CARLOS,SÃO PAULO,DAEE-SP,-21.6969,-47.8136,1970/04/01,2018/05/31,49,3.2,38,22.4,POINT (-5322585.604993265 -2475173.1263832105)
2412,FAZENDA SANTA TEREZA,61911000,1,140.0,61,RINCÃO,SÃO PAULO,DAEE-SP,-21.6281,-48.0875,1985/07/01,1997/12/31,13,7.4,9,30.8,POINT (-5353076.013521543 -2466932.3336421596)
2413,PONTE GUATAPARA,61912000,1,13900.0,61,GUATAPARÁ,SÃO PAULO,ANA,-21.5025,-48.0406,1937/07/11,2014/12/31,78,0.0,77,1.3,POINT (-5347855.129403339 -2451898.201590997)
2414,CÓRREGO RICO ,61912500,1,435.0,61,JABOTICABAL,SÃO PAULO,DAEE-SP,-21.2897,-48.26,1980/11/01,2018/03/31,39,3.9,29,25.6,POINT (-5372278.625683382 -2426455.9314346556)
2415,FAZENDA SANTA TEREZINHA,61913500,1,907.0,61,SERTÃOZINHO,SÃO PAULO,ANA,-21.2011,-48.0431,1969/11/05,2018/06/30,50,10.9,40,20.0,POINT (-5348133.428130321 -2415873.831649006)
2416,PASSAGEM,61915000,1,17300.0,61,PITANGUEIRAS,SÃO PAULO,DAEE-SP,-21.0167,-48.1772,1931/01/01,2014/12/31,84,8.0,76,9.5,POINT (-5363061.3718457 -2393869.995943576)
2417,UHE LUIZ CARLOS BARRETO DE CARVALHO PASSAGEM,61915005,1,17300.0,61,PITANGUEIRAS,SÃO PAULO,FURNAS,-21.0169,-48.1783,1993/06/01,2016/12/31,24,1.3,21,12.5,POINT (-5363183.823285572 -2393893.8464921466)
2418,VIRADOURO,61916000,1,144.0,61,VIRADOURO,SÃO PAULO,DAEE-SP,-20.8853,-48.2717,1980/07/01,2009/04/30,30,15.9,20,33.3,POINT (-5373581.063725664 -2378207.081647812)
2419,MORRO AGUDO,61917000,1,263.0,61,MORRO AGUDO,SÃO PAULO,DAEE-SP,-20.7367,-48.0528,1980/07/24,1999/11/05,20,9.7,10,50.0,POINT (-5349213.227191016 -2360510.424922108)
2420,FAZENDA VERA PAZ,61921000,1,688.0,61,JABORANDI,SÃO PAULO,DAEE-SP,-20.7522,-48.4347,1980/08/01,1996/08/31,17,0.5,15,11.8,POINT (-5391726.140724967 -2362355.4937249646)
2421,FAZENDA SÃO JORGE DOS COQUEIRO,61923000,1,178.0,61,JABORANDI,SÃO PAULO,DAEE-SP,-20.5872,-48.3572,1980/11/01,2018/04/30,39,43.2,15,61.5,POINT (-5383098.880188488 -2342724.113965394)
2422,FAZENDA SANTA INEZ,61924200,1,6.2,61,COLINA,SÃO PAULO,DAEE-SP,-20.6883,-48.5711,2005/05/18,2008/04/05,4,17.6,0,100.0,POINT (-5406910.119269171 -2354750.264278587)
2423,FAZENDA SANTO EXPEDITO,61924300,1,19.2,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.6222,-48.6144,2005/05/17,2008/07/15,4,0.1,1,75.0,POINT (-5411730.253220519 -2346886.5654499396)
2424,FAZENDA FLORIDA - MONT. CAPTAÇÃO,61924400,1,52.7,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.6158,-48.5969,2003/07/12,2006/03/29,4,26.8,0,100.0,POINT (-5409782.162131636 -2346125.360027369)
2425,PONTE DA AMIZADE,61924700,1,98.6,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.6036,-48.5631,2007/05/08,2008/12/31,2,2.8,0,100.0,POINT (-5406019.563342824 -2344674.4007817227)
2426,ADPM,61924800,1,7.4,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.5875,-48.5692,2003/07/16,2009/03/18,7,1.8,1,85.7,POINT (-5406698.612236663 -2342759.788060444)
2427,CAPTAÇÃO DE BARRETOS - PONTE,61924850,1,117.0,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.5867,-48.5517,2007/07/12,2008/04/22,2,0.0,0,100.0,POINT (-5404750.52114778 -2342664.657296225)
2428,FRIGORIFICO B.F. JUSANTE,61924900,1,119.0,61,BARRETOS,SÃO PAULO,DAEE-SP,-20.5864,-48.5419,2003/07/10,2009/01/31,7,4.2,1,85.7,POINT (-5403659.590138006 -2342628.9833882707)
2429,UHE MARIMBONDO USINA MANDU,61924950,1,,61,GUAÍRA,SÃO PAULO,FURNAS,-20.4872,-48.4242,2013/12/05,2016/12/31,4,0.0,3,25.0,POINT (-5390557.286071638 -2330836.650781114)
2430,PONTE JOAQUIM JUSTINO,61925000,1,34200.0,61,GUAÍRA,SÃO PAULO,FURNAS,-20.4536,-48.4503,1993/06/01,2018/06/30,26,1.2,23,11.5,POINT (-5393462.724781342 -2326844.20478465)
2431,PONTE JOAQUIM JUSTINO,61930000,1,34300.0,61,GUAÍRA,SÃO PAULO,ANA,-20.4581,-48.4536,1937/07/16,1979/12/31,43,54.8,17,60.5,POINT (-5393830.07910096 -2327378.856697793)
2432,SÍTIO SANTA ALBERTINA,61935000,1,243.0,61,COLÔMBIA,SÃO PAULO,DAEE-SP,-20.3131,-48.6206,2007/05/17,2012/02/12,6,15.4,2,66.7,POINT (-5412420.434063437 -2310159.040464692)
2433,FAZENDA CONTINENTAL ,61936000,1,428.0,61,COLÔMBIA,SÃO PAULO,DAEE-SP,-20.2333,-48.6667,1980/08/01,1993/07/31,14,5.8,9,35.7,POINT (-5417552.262589007 -2300689.0913549317)
2434,COLÔMBIA,61937000,1,113000.0,61,COLÔMBIA,SÃO PAULO,ANA,-20.1667,-48.6833,1960/05/16,1963/08/01,4,0.0,2,50.0,POINT (-5419400.166136175 -2292789.321790932)
2436,CACHOEIRA DOS ÍNDIOS,61945000,1,139000.0,61,INDIAPORÃ,SÃO PAULO,ANA,-19.8167,-50.3833,1952/10/01,1958/08/15,7,28.4,3,57.1,POINT (-5608643.30048474 -2251329.121126407)
2438,PARAÍSO/MONTE AZUL PAULISTA,61953001,1,580.0,61,PARAÍSO,SÃO PAULO,DAEE-SP,-20.9917,-48.7075,1971/10/01,2018/05/31,48,0.4,40,16.7,POINT (-5422094.0978133725 -2390888.929140157)
2439,PALMARES PAULISTA,61956001,1,623.0,61,PALMARES PAULISTA,SÃO PAULO,DAEE-SP,-21.0772,-48.8008,1970/03/14,2017/12/31,48,1.3,43,10.4,POINT (-5432480.206304384 -2401086.247249036)
2440,SÃO BENEDITO,61960000,1,2070.0,61,OLÍMPIA,SÃO PAULO,DAEE-SP,-20.8561,-48.9725,1964/01/01,2018/04/06,55,31.5,27,50.9,POINT (-5451593.762873589 -2374728.298298774)
2441,CATIGUÁ,61964000,1,430.0,61,CATIGUÁ,SÃO PAULO,DAEE-SP,-21.0514,-49.0628,1969/09/05,2001/04/30,33,3.1,21,36.4,POINT (-5461645.912892223 -2398008.5451001134)
2442,PONTE OLIMPIA / BARRETOS,61970001,1,564.0,61,OLÍMPIA,SÃO PAULO,DAEE-SP,-20.6833,-48.9,1969/11/05,1976/11/30,8,22.4,3,62.5,POINT (-5443523.099791077 -2354155.3111519055)
2443,SOTERO,61974000,1,4860.0,61,ONDA VERDE,SÃO PAULO,DAEE-SP,-20.5608,-49.1681,1969/10/01,2018/04/30,50,14.8,33,34.0,POINT (-5473367.855272754 -2339585.0682119313)
2444,INGAS,61977000,1,5460.0,61,NOVA GRANADA,SÃO PAULO,DAEE-SP,-20.3667,-49.2833,1962/09/01,1980/06/30,19,7.4,12,36.8,POINT (-5486191.860612139 -2316522.5485969055)
2445,FAZENDA SÃO LUIZ,61990000,1,2320.0,61,COSMORAMA,SÃO PAULO,DAEE-SP,-20.2939,-49.6364,1962/10/21,2018/04/23,57,65.5,10,82.5,POINT (-5525498.772811245 -2307880.1112027736)
2446,UHE ÁGUA VERMELHA PORTO PONTAL,61991000,1,9130.0,61,RIOLÂNDIA,SÃO PAULO,AES TIETÊ,-20.1664,-49.6533,1970/07/01,1984/03/31,15,1.8,12,20.0,POINT (-5527380.072205651 -2292753.744881793)
2447,UHE ÁGUA VERMELHA BARRAMENTO,61998080,1,139000.0,61,OUROESTE,SÃO PAULO,AES TIETÊ,-19.8628,-50.3475,1990/01/01,2015/06/29,26,0.0,24,7.7,POINT (-5604658.062714341 -2256784.766742955)
2448,POPULINA,61999500,1,632.0,61,POPULINA,SÃO PAULO,DAEE-SP,-19.9578,-50.4397,1981/10/01,2007/07/31,27,2.4,20,25.9,POINT (-5614921.719765481 -2268032.4271804495)
2450,CABRITO,62015400,1,40.6,62,VOTUPORANGA,SÃO PAULO,DAEE-SP,-20.5231,-49.9978,1993/02/09,2013/12/31,21,1.2,16,23.8,POINT (-5565729.636783933 -2335103.356009856)
2451,NHANDEARA / VOTUPORANGA,62015500,1,1050.0,62,NHANDEARA,SÃO PAULO,DAEE-SP,-20.5444,-50.0103,1962/10/01,2018/06/28,57,63.6,17,70.2,POINT (-5567121.130418849 -2337635.328164548)
2452,GENERAL SALGADO,62016000,1,2350.0,62,GENERAL SALGADO,SÃO PAULO,ANA,-20.4833,-50.4167,1969/03/19,1984/03/31,16,8.2,9,43.8,POINT (-5612361.371477235 -2330373.1970238364)
2453,FAZENDA PALMERINHA ,62016500,1,3200.0,62,AURIFLAMA,SÃO PAULO,DAEE-SP,-20.5231,-50.5919,1969/09/01,2009/02/03,41,17.8,23,43.9,POINT (-5631864.546264217 -2335103.356009856)
2454,UHE ILHA SOLTEIRA  BARRAMENTO,62020080,1,377000.0,62,ILHA SOLTEIRA,SÃO PAULO,RIO PARANÁ,-20.3797,-51.3686,1931/01/01,2015/06/29,85,71.9,22,74.1,POINT (-5718326.394763353 -2318066.2695521847)
2455,USINA SALESÓPOLIS,62070000,1,95.7,62,SALESÓPOLIS,SÃO PAULO,ANA,-23.5667,-45.8667,1963/02/04,1968/12/31,6,0.0,5,16.7,POINT (-5105857.688367841 -2700696.807137534)
2456,BARRAGEM DE PONTE NOVA - JUSANTE,62070005,1,205.0,62,SALESÓPOLIS,SÃO PAULO,EMAE,-23.5667,-45.9667,1995/01/01,2015/06/29,21,4.0,11,47.6,POINT (-5116989.637447168 -2700696.807137534)
2457,ADUTORA RIO CLARO KM 78,62073000,1,119.0,62,BIRITIBA-MIRIM,SÃO PAULO,DAEE-SP,-23.6333,-45.9333,1964/09/01,1972/04/30,9,2.2,6,33.3,POINT (-5113271.566454673 -2708787.357336027)
2458,CASA GRANDE,62075000,1,87.7,62,BIRITIBA-MIRIM,SÃO PAULO,ANA,-23.6333,-45.8333,1945/04/01,1978/12/31,34,1.3,26,23.5,POINT (-5102139.617375346 -2708787.357336027)
2459,PONTE NOVA ,62085000,1,248.0,62,BIRITIBA-MIRIM,SÃO PAULO,DAEE-SP,-23.565,-46.0164,1964/09/11,1999/10/31,36,33.3,16,55.6,POINT (-5122522.216139593 -2700490.345333767)
2460,BIRITIBA-MIRIM,62087000,1,357.0,62,BIRITIBA-MIRIM,SÃO PAULO,ANA,-23.5667,-46.0167,1938/03/17,1978/12/31,41,0.0,40,2.4,POINT (-5122555.611986832 -2700696.807137534)
2461,SALESÓPOLIS,62095000,1,125.0,62,SALESÓPOLIS,SÃO PAULO,ANA,-23.5167,-45.8667,1938/03/19,1978/12/31,41,0.0,40,2.4,POINT (-5105857.688367841 -2694625.5165367294)
2462,SALESÓPOLIS ,62095050,1,118.0,62,SALESÓPOLIS,SÃO PAULO,DAEE-SP,-23.5167,-45.85,1964/09/10,1978/06/30,15,0.0,13,13.3,POINT (-5103998.652871594 -2694625.5165367294)
2463,SALESÓPOLIS,62095100,1,117.0,62,SALESÓPOLIS,SÃO PAULO,DAEE-SP,-23.5286,-45.8444,1978/12/01,2013/11/30,36,1.2,31,13.9,POINT (-5103375.263723151 -2696070.274437313)
2464,SÍTIO SAHEKI,62100000,1,210.0,62,SALESÓPOLIS,SÃO PAULO,DAEE-SP,-23.5333,-46.0167,1965/06/14,1976/05/31,12,0.0,10,16.7,POINT (-5122555.611986832 -2696640.9290919458)
2465,ESTRADA DE BIRITIBA,62107000,1,90.1,62,MOGI DAS CRUZES,SÃO PAULO,ANA,-23.5667,-46.1,1959/11/10,1978/12/31,20,0.0,19,5.0,POINT (-5131828.525569912 -2700696.807137534)
2466,BIRITIBA-MIRIM ,62107100,1,92.1,62,BIRITIBA-MIRIM,SÃO PAULO,DAEE-SP,-23.55,-46.0833,1959/11/10,1977/04/30,19,0.0,17,10.5,POINT (-5129969.490073664 -2698668.739302771)
2467,AÇOS ANHANGUERA,62110000,1,672.0,62,MOGI DAS CRUZES,SÃO PAULO,DAEE-SP,-23.5264,-46.1597,1963/08/01,2014/12/31,52,3.1,46,11.5,POINT (-5138474.29917027 -2695803.1664958694)
2468,ESTALEIRO DO DAEE,62112100,1,738.0,62,MOGI DAS CRUZES,SÃO PAULO,DAEE-SP,-23.515,-46.2039,1953/01/01,2000/08/31,48,2.6,45,6.2,POINT (-5143394.620663332 -2694419.1332118176)
2469,FAZENDA SANTO ANGELO,62120000,1,138.0,62,MOGI DAS CRUZES,SÃO PAULO,ANA,-23.5833,-46.2167,1962/01/01,1978/12/31,17,0.0,17,0.0,POINT (-5144819.510145487 -2702712.9864032953)
2470,FAZENDA SANTO ANGELO ,62120002,1,142.0,62,MOGI DAS CRUZES,SÃO PAULO,DAEE-SP,-23.5667,-46.2167,1960/07/01,1982/03/31,23,0.6,18,21.7,POINT (-5144819.510145487 -2700696.807137534)
2471,TAIACUPEBA-AÇU ,62126000,1,97.3,62,SUZANO,SÃO PAULO,DAEE-SP,-23.6,-46.25,1960/06/24,1976/03/15,17,2.5,7,58.8,POINT (-5148526.449188902 -2704741.568653267)
2472,VARINHAS,62127000,1,109.0,62,MOGI DAS CRUZES,SÃO PAULO,ANA,-23.6,-46.2667,1963/05/01,1968/12/31,6,0.0,5,16.7,POINT (-5150385.48468515 -2704741.568653267)
2473,BAIRRO PALMEIRAS ,62128000,1,33.8,62,MOGI DAS CRUZES,SÃO PAULO,DAEE-SP,-23.6167,-46.2667,1960/06/15,1976/03/15,17,0.0,15,11.8,POINT (-5150385.48468515 -2706770.40923957)
2474,TAIACUPEBA-MIRIM,62130000,1,47.2,62,SUZANO,SÃO PAULO,DAEE-SP,-23.6333,-46.3167,1962/04/01,1976/03/15,15,0.2,11,26.7,POINT (-5155951.459224814 -2708787.357336027)
2475,RIO ABAIXO,62143000,1,1190.0,62,SUZANO,SÃO PAULO,DAEE-SP,-23.52,-46.2992,1964/10/01,1992/08/31,29,0.6,25,13.8,POINT (-5154003.368135932 -2695026.150598095)
2476,POÁ ,62148400,1,75.0,62,POÁ,SÃO PAULO,DAEE-SP,-23.5453,-46.3397,1980/07/01,1991/02/28,12,0.9,9,25.0,POINT (-5158511.807513059 -2698098.012186062)
2477,ÁGUA VERMELHA ,62148500,1,81.3,62,SUZANO,SÃO PAULO,DAEE-SP,-23.5333,-46.3333,1972/11/28,1979/03/28,8,0.3,5,37.5,POINT (-5157799.362771982 -2696640.9290919458)
2478,ERMELINDO MATARAZZO,62160000,1,1690.0,62,SÃO PAULO,SÃO PAULO,ANA,-23.4833,-46.4667,1963/01/21,1978/12/31,16,2.1,11,31.2,POINT (-5172649.3828438055 -2690571.1790195946)
2479,SÃO MIGUEL PAULISTA ,62160001,1,1640.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.4833,-46.4333,1953/01/01,1969/05/31,17,0.5,15,11.8,POINT (-5168931.31185131 -2690571.1790195946)
2480,CUMBICA ,62166000,1,1690.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.4833,-46.4667,1972/05/21,1980/11/30,9,1.9,5,44.4,POINT (-5172649.3828438055 -2690571.1790195946)
2481,GUAIAUNA ,62176000,1,77.6,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.5333,-46.5333,1973/02/27,1977/04/24,5,0.9,3,40.0,POINT (-5180063.260930636 -2696640.9290919458)
2482,PENHA ,62180000,1,1910.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.5,-46.55,1970/10/01,1976/10/31,7,8.3,4,42.9,POINT (-5181922.296426885 -2692598.2193217897)
2483,PONTE DAS BANDEIRAS ,62187000,1,2200.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.5167,-46.6167,1963/09/01,1973/02/28,11,27.2,5,54.5,POINT (-5189347.3064627955 -2694625.5165367294)
2484,CAPUAVA ,62203000,1,42.7,62,MAUÁ,SÃO PAULO,DAEE-SP,-23.6333,-46.4667,1969/01/01,1972/08/03,4,4.3,0,100.0,POINT (-5172649.3828438055 -2708787.357336027)
2485,VILA PROSPERIDADE ,62206000,1,121.0,62,SÃO CAETANO DO SUL,SÃO PAULO,DAEE-SP,-23.6,-46.55,1969/01/01,1984/12/31,16,10.9,13,18.8,POINT (-5181922.296426885 -2704741.568653267)
2486,PARQUE SÃO DIOGO,62222000,1,35.7,62,SÃO BERNARDO DO CAM,SÃO PAULO,DAEE-SP,-23.6833,-46.55,1962/11/01,1968/07/31,7,46.0,0,100.0,POINT (-5181922.296426885 -2714864.0482833497)
2487,TAQACETUBA,62222500,1,557.0,62,SÃO PAULO,SÃO PAULO,CETESB-SP,-23.8406,-46.6586,2000/01/01,2015/06/29,16,0.1,13,18.8,POINT (-5194011.593127035 -2733996.520052025)
2488,VILA SÃO JOSÉ,62224000,1,105.0,62,SÃO CAETANO DO SUL,SÃO PAULO,DAEE-SP,-23.6333,-46.5667,1972/10/18,1976/08/31,5,20.9,0,100.0,POINT (-5183781.331923132 -2708787.357336027)
2489,MOOCA ,62239000,1,306.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.55,-46.6167,1969/01/17,1980/02/28,12,0.0,10,16.7,POINT (-5189347.3064627955 -2698668.739302771)
2490,THOMAS EDISON,62250002,1,2450.0,62,SÃO PAULO,SÃO PAULO,EMAE,-23.5167,-46.6667,1967/11/01,1980/06/30,14,0.7,11,21.4,POINT (-5194913.28100246 -2694625.5165367294)
2491,VILA GALVÃO,62255000,1,110.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.4594,-46.5697,1969/01/01,1983/02/28,15,28.1,5,66.7,POINT (-5184115.290395512 -2687670.651639227)
2492,BARRAGEM GUARAPIRANGA MONTANTE,62290000,1,648.0,62,SÃO PAULO,SÃO PAULO,SABESP,-23.6667,-46.7333,1931/01/01,2015/06/29,85,71.9,21,75.3,POINT (-5202327.1590892915 -2712846.329232449)
2493,EMBU-GUAÇU  ,62292300,1,129.0,62,EMBU-GUAÇU,SÃO PAULO,DAEE-SP,-23.8358,-46.8056,1981/08/01,1993/05/31,13,7.0,8,38.5,POINT (-5210375.558273645 -2733412.351302081)
