,Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,geometry
3502,FUNDO,81680500,1,146.0,81,JUQUIÁ,SÃO PAULO,DAEE-SP,-24.2992,-47.7394,1980/12/01,1998/04/30,19,0.0,17,10.5,POINT (-5314325.698776404 -2789909.547112801)
3503,SÍTIO BELIZARIO,81681000,1,4633.0,81,JUQUIÁ,SÃO PAULO,DAEE-SP,-24.3506,-47.7897,1971/02/01,1980/12/31,10,0.0,9,10.0,POINT (-5319925.069163306 -2796188.8153147665)
3504,PORTO DA ESTRADA ,81681400,1,375.0,81,SETE BARRAS,SÃO PAULO,DAEE-SP,-24.3169,-47.8542,1981/07/01,1999/08/31,19,0.0,17,10.5,POINT (-5327105.176319472 -2792071.575789701)
3505,QUILOMBO,81681800,1,266.0,81,SETE BARRAS,SÃO PAULO,DAEE-SP,-24.3286,-47.9214,1981/07/01,1998/01/31,18,9.1,13,27.8,POINT (-5334585.84610078 -2793500.8790687704)
3506,BARRANCO ALTO ,81682000,1,4700.0,81,REGISTRO,SÃO PAULO,DAEE-SP,-24.3667,-47.8333,1973/02/13,1976/07/25,4,17.9,1,75.0,POINT (-5324778.598961893 -2798156.1919245776)
3507,REGISTRO,81683000,1,20900.0,81,REGISTRO,SÃO PAULO,ANA,-24.49,-47.8367,1953/09/01,2017/12/31,65,1.4,56,13.8,POINT (-5325157.08523059 -2813231.4377804087)
3508,JURUMIRIM,81684000,1,21100.0,81,JUMIRIM,SÃO PAULO,DAEE-SP,-24.5008,-47.7456,1953/09/21,1971/11/18,19,0.0,17,10.5,POINT (-5315015.879619324 -2814552.600074944)
3509,JACUPIRANGA,81710000,1,777.0,81,JACUPIRANGA,SÃO PAULO,ANA,-24.6897,-48.0014,1951/12/05,2007/11/30,57,5.6,48,15.8,POINT (-5343491.405364241 -2837679.1203149697)
3510,BARRA DO CAPINZAL,81780000,1,1317.0,81,REGISTRO,SÃO PAULO,DAEE-SP,-24.6003,-47.8917,1941/09/01,1971/11/18,31,1.8,27,12.9,POINT (-5331279.65722422 -2826729.767631448)
3511,INGATUBA,81790000,1,1340.0,81,REGISTRO,SÃO PAULO,ANA,-24.5933,-47.8789,2004/01/01,2017/12/31,14,0.0,14,0.0,POINT (-5329854.767742066 -2825872.7663477906)
3512,BARRA DO AZEITE,81790001,1,204.0,81,CAJATI,SÃO PAULO,DAEE-SP,-24.7808,-48.1722,1971/12/04,1997/12/28,27,8.1,20,25.9,POINT (-5362504.774391732 -2848844.765060301)
3513,FAZENDA OURO VERDE ,81850000,1,135.0,81,PARIQUERA-AÇU,SÃO PAULO,DAEE-SP,-24.6603,-47.8706,1971/12/04,1998/01/22,28,3.3,21,25.0,POINT (-5328930.815968483 -2834077.4612586484)
3514,FAZENDA MACHADO,81980000,1,119.0,81,IGUAPE,SÃO PAULO,DAEE-SP,-24.6189,-47.4489,1971/01/01,1973/11/30,3,0.0,2,33.3,POINT (-5281987.386700958 -2829007.1754421783)
